url,id,тип объявления,регион,статус,тип_животного,окрас,порода,место события,дата_публикации,пол,возраст,описание,Длина_описания_в_словах,наличие_описания,есть_фото,количество_фото,количество_комментариев,дата пропажи,есть_контакты
https://pet911.ru/lost/dog/rl1092418,rl1092418,потерян,,питомец найден,собака,Неизвестно,лабрадор,"Свердловский, Московская область","сб, 25.10.2025",Мужской,Неизвестно,Рей порода лабрадор чорний. Гонялся за сучкой в лес,9,True,True,2,4,"пт, 24.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/cat/rl1085002,rl1085002,потерян,Moskovskaya Oblast,питомец найден,кошка,"белый, черная, черно-белый",Неизвестно,Московская область,"сб, 11.10.2025",Мужской,Неизвестно,"Черно-белый кот. На мордочке как будто черная маска. Упитанный, добрый, контактный. Был с серым ошейником. Отзывается на Укроп, Укропчик, Укропец. Любит поесть.",22,True,True,4,4,"чт, 09.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1093373,rl1093373,потерян,Moskva,в поиске,кошка,"серый, белый, черный, желтый, серый белый",Неизвестно,"8-я улица Текстильщиков, 3, Москва","пн, 27.10.2025",Женский,Неизвестно,серый-белый-желтый полосато черный пятнистый окрас,5,True,True,5,4,"вс, 19.10.2025",True
https://pet911.ru/ramenskoye/lost/cat/rl1091030,rl1091030,потерян,Ramenskoye,в поиске,кошка,серый,Неизвестно,"улица Михалевича, 76, Раменское","ср, 22.10.2025",Мужской,Неизвестно,"серый,веслоухий",1,True,True,3,1,"сб, 18.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1087432,rl1087432,потерян,Moskva,в поиске,кошка,рыжий,Неизвестно,"Суздальская улица, 34 к2, Москва","ср, 15.10.2025",Мужской,Неизвестно,"Яркий рыжий кот крупного телосложения с лишним весом. Глаза зеленые, нет правого клыка, откликается на кличку Кайс. Контактный, говорливый, не пугливый. Нуждается в медицинском досмотре.",25,True,True,7,3,"сб, 11.10.2025",True
https://pet911.ru/lost/dog/rl1089605,rl1089605,потерян,,питомец найден,собака,"белый, пятно",шпиц,"46Н-04875, район Троицк","пн, 20.10.2025",Женский,"9, месяц","Белый шпиц, лиловые уши и такое же пятно на спине у хвоста. Сорвалась с ошейника. Возраст 9 месяцев",18,True,True,1,3,"вс, 19.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rl1074016,rl1074016,потерян,Moskovskaya Oblast,в поиске,собака,Неизвестно,Неизвестно,Московская область,"вс, 21.09.2025",Мужской,"4, месяц","Щенок, возраст 4 месяца. Находился в снт Малинки, Тучково, Рузский район",11,True,True,3,3,"вс, 21.09.2025",True
https://pet911.ru/bobrovo/lost/cat/rl1087752,rl1087752,потерян,Bobrovo,в поиске,кошка,"черно-белый, белый, белая, белые, белое",Неизвестно,"Лесная улица, Боброво","чт, 16.10.2025",Мужской,"7, год","Как пропал: выкрутился из шлейки на парковке и убежал в перелесок. Особые приметы: Окрас: Черно-белый Засечка на ушке ( забыла на каком, вроде на правом) Мордочка кругленькая Матерый, упитанный и довольно крупный кот. Флегматик, не боится собак (рос с ними), контактный и разговорчивый, откликается на кличку «Дизель», возраст 7 лет, людимый, не шуганый! БЕЛАЯ ЛИНИЯ на мордочке от ротика прям до самых бровей, немного белое пузико и белые носочки на лапках.",71,True,True,2,3,"сб, 11.10.2025",True
https://pet911.ru/podolsk/lost/dog/rl1074807,rl1074807,потерян,Podolsk,в поиске,собака,черная,Неизвестно,"Октябрьский проспект, 7А, Подольск","вт, 23.09.2025",Женский,Неизвестно,Черная собака,2,True,True,1,2,"пн, 22.09.2025",True
https://pet911.ru/motyakovo/lost/cat/rl1086100,rl1086100,потерян,Motyakovo,питомец найден,кошка,трехцветный,Неизвестно,"46К-5012, Мотяково","пн, 13.10.2025",Мужской,Неизвестно,Трехцветный,1,True,True,2,1,"пт, 10.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1079663,rl1079663,потерян,Moskva,в поиске,собака,Неизвестно,Неизвестно,"Лесная улица, Москва","чт, 02.10.2025",Мужской,Неизвестно,,0,False,True,1,1,"ср, 01.10.2025",True
https://pet911.ru/shchelkovo/lost/cat/rl1083532,rl1083532,потерян,Shchelkovo,в поиске,кошка,Неизвестно,Неизвестно,"Фряновское шоссе, 24И, Щёлково","чт, 09.10.2025",Мужской,Неизвестно,пропал кот британец за любую инфу будем очень признательны 89775567601,10,True,True,1,2,"сб, 20.09.2025",True
https://pet911.ru/kubinka/lost/cat/rl1088853,rl1088853,потерян,Kubinka,в поиске,кошка,Неизвестно,Неизвестно,"улица Генерала Вотинцева, Кубинка","сб, 18.10.2025",Мужской,Неизвестно,"Обычно ласковый, но может испугаться и убежать, боится шума. Глазки текли",11,True,True,6,3,"чт, 09.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1070866,rl1070866,потерян,Moskva,в поиске,собака,рыжий,чихуахуа,"Херсонская улица, 35 с2, Москва","вт, 16.09.2025",Мужской,Неизвестно,"Рыжий пушистый чихуахуа, добрый, идет на контакт. Потерялся примерно в 19:00 в районе вб и озона.",16,True,True,1,3,"пн, 15.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1073612,rl1073612,потерян,Moskva,питомец найден,кошка,Неизвестно,Неизвестно,"15-я Парковая улица, 42 к6, Москва","сб, 20.09.2025",Женский,Неизвестно,"Рваные ушки, отсутствует часть зубов. Очень пуглива. Может прятаться.",9,True,True,4,2,"сб, 20.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1093665,rl1093665,потерян,Moskva,в поиске,кошка,черная,Неизвестно,"улица Архитектора Власова, 13 к4, Москва","пн, 27.10.2025",Женский,Неизвестно,"Возраст - около года, черная, гладкошерстная, слепая. Видимо убежала, когда папа вернулся домой, не заметил как она проскользнула из квартиры. Очень просим помощи, может кто видел, кошка не может без лекарств, у неё эпилепсия. Уже обошли все близлежащие дома и подвалы, нигде нет!!!",43,True,True,1,4,"пн, 27.10.2025",True
https://pet911.ru/moskovskaya-oblast/found/dog/rl1088232,rl1088232,потерян,Moskovskaya Oblast,в поиске,собака,Неизвестно,Неизвестно,"Вокзальная улица, Московская область","пт, 17.10.2025",Мужской,Неизвестно,"Найдена собака. Кобель. Возможна приехала на электричке. Номер телефона женщины, которая ВРЕМЕННО придержала собаку +79265084724",15,True,True,3,3,Неизвестно,True
https://pet911.ru/moskva/lost/cat/rl1073916,rl1073916,потерян,Moskva,в поиске,кошка,черный,Неизвестно,"аллея Дорога Жизни, Москва","вс, 21.09.2025",Мужской,Неизвестно,"Мальчик, молодой, испуганный, черный с белым пузом и грудкой",9,True,True,2,8,"сб, 20.09.2025",True
https://pet911.ru/lost/dog/rl1093408,rl1093408,потерян,,в поиске,собака,"рыжая, черная, рыжая черная",Неизвестно,"11, район Щербинка","пн, 27.10.2025",Мужской,Неизвестно,"Рыжая , черная морда Малинуа , забыли закрыть ворота ночью убежал",11,True,True,3,5,"чт, 23.10.2025",True
https://pet911.ru/orekhovo-zuyevo/lost/dog/rl1070073,rl1070073,потерян,Orekhovo Zuyevo,в поиске,собака,Неизвестно,чихуахуа,"Огородная улица, Орехово-Зуево","вс, 14.09.2025",Мужской,Неизвестно,"Чихуахуа Отзывается на Мистер Биг,Биги",5,True,True,1,3,"вс, 14.09.2025",True
https://pet911.ru/lost/dog/rl1075457,rl1075457,потерян,,в поиске,собака,черная,Неизвестно,Московская область,"ср, 24.09.2025",Мужской,Неизвестно,"Помесь Хаски с европейкой.. Черная кожаная шлейка. Дружелюбный, подходит ко всем",11,True,True,1,4,"ср, 24.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1081097,rl1081097,потерян,Moskva,в поиске,собака,"рыже-черно, белый, черное, рыже-черное, пятно",Неизвестно,"13, Москва","сб, 04.10.2025",Женский,Неизвестно,"Пост помощи Адрес:  Москва, ЮВАО 1-й Капотнинский проезд, 13 с1 Пропала собака 01.10.2025 Наша собака убежала от испуга при нападении на нее другой собаки. Джек-рассел терьер. Девочка. Кличка Мусти. Миниатюрная. Окрас преимущественно белый. С левой стороны на морде рыже-черное пятно. Контактнаяна  на имя откликается хорошо  очень добрая, к людям пойдет без проблем. Её забрала себе девушка 01.10.25  с остановки по адресу 1-ый, Капотниковский проезд, Сквер Героев нефтяников. В 12.30. Последний раз ее видели  с собакой На территории рынка в Капотне по адресу 1-ый Капотниковский проезд д 12 стр 2  в Зоомагазине ЛЮБИМЧИК Кто располагает  информацией где может находится собак,  сообщите хозяйке. Просьба нашедшую вернуть собаку владелице. Ее очень любят и ждут! Имя хозяина: Юлия Телефон: 89152766261",116,True,True,3,3,"сб, 04.10.2025",True
https://pet911.ru/lost/dog/rl1081150,rl1081150,потерян,,в поиске,собака,Неизвестно,йоркширский терьер,"улица Дениса Давыдова, район Троицк","сб, 04.10.2025",Женский,Неизвестно,"Потерян йоркширский терьер. Отзывается на кличку Ника. Гуляли в лесу, Бахчисарай, в районе плато Беш-Кош. Если есть информация, или кто-то видел сообщите по тел. +79782157564",25,True,True,1,4,"сб, 04.10.2025",True
https://pet911.ru/kratovo/lost/cat/rl1076843,rl1076843,потерян,Kratovo,питомец найден,кошка,рыже-песочный,Неизвестно,"улица Интернациональная, Кратово","пт, 26.09.2025",Мужской,Неизвестно,"Пропал кот по кличке Персик. Окрас рыже-песочный, пузико светленькое, глаза зеленые, кончик хвостика черненький. Добрый и ласковый.",17,True,True,3,4,"вт, 23.09.2025",True
https://pet911.ru/moskovskaya-oblast/lost/cat/rl1086700,rl1086700,потерян,Moskovskaya Oblast,в поиске,кошка,серый,Неизвестно,"Мисайлово, Московская область","вт, 14.10.2025",Мужской,Неизвестно,"Тёмно серый ,мокрый асфальт",4,True,True,2,0,"пн, 13.10.2025",True
https://pet911.ru/dedovsk/lost/cat/rl1081841,rl1081841,потерян,Dedovsk,в поиске,кошка,"черно-коричневая, пятнышко, коричневая, белое",Неизвестно,"улица Гагарина, 17, Дедовск","пн, 06.10.2025",Женский,Неизвестно,"Окрас кошки черно-коричневая с рыжим, на шее небольшое белое пятнышко. Особая примета: торчит язычок. Есть вероятность, что упала с балкона и убежала в неизвестном направлении.",25,True,True,2,4,"вс, 05.10.2025",True
https://pet911.ru/elektrougli/lost/cat/rl1090433,rl1090433,потерян,Elektrougli,питомец найден,кошка,"белый, белый белые, черно-белый, белые",Неизвестно,"Советская улица, 10/31, Электроугли","вт, 21.10.2025",Мужской,Неизвестно,"Окрас черно-белый, белые лапки с розовыми подушечками, из особых примет загнутый кончик правого ушка. Кот домашний, без ошейника, к сожалению имел привычку выбегать в подъезд из квартиры. Скорее всего испуган, может прятаться в подвалах, подъездах.",35,True,True,2,2,"вс, 19.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1089628,rl1089628,потерян,Moskva,в поиске,кошка,серый,Неизвестно,"Береговой проезд, 1Б кЛ, Москва","пн, 20.10.2025",Мужской,Неизвестно,"Окрас светло серый с бежевым, глаза голубые. Спрыгнул ночью с балкона 2 этажа.",13,True,True,3,3,"вт, 07.10.2025",True
https://pet911.ru/domodedovo/lost/cat/rl1082533,rl1082533,потерян,Domodedovo,в поиске,кошка,чёрный,Неизвестно,"Речная улица, 14/1, Домодедово","вт, 07.10.2025",Мужской,Неизвестно,"Чёрный кот с белой грудкой и белыми лапками, глаза жёлтые. Телосложение достаточно худое, атлетичное. Живёт в частном доме, иногда самостоятельно выбегает на улице гуляет в саду и заходит обратно. В данный момент всё ещё не вернулся.",36,True,True,5,4,"вс, 05.10.2025",True
https://pet911.ru/staraya-kupavna/lost/cat/rl1072941,rl1072941,потерян,Staraya Kupavna,питомец найден,кошка,Неизвестно,Неизвестно,"улица Кирова, 19 с5, Старая Купавна","пт, 19.09.2025",Мужской,Неизвестно,"Крупный породистый кот , серого цвета , глаза грустные",9,True,True,3,2,"чт, 18.09.2025",True
https://pet911.ru/kurovskoye/lost/dog/rl1089053,rl1089053,потерян,Kurovskoye,в поиске,собака,Неизвестно,Неизвестно,"46Н-07949, Куровское","вс, 19.10.2025",Мужской,Неизвестно,"Убежал с СНТ Восток,90 км. Пес очень контактный и добрый .Никого не обидит.Правое ухо болит ,немного набок.",17,True,True,1,4,"сб, 18.10.2025",True
https://pet911.ru/shchelkovo/lost/cat/rl1079348,rl1079348,потерян,Shchelkovo,в поиске,кошка,коричневый,Неизвестно,"Заречная улица, 5, Щёлково","ср, 01.10.2025",Мужской,Неизвестно,"коричневый бенгал,очень пугливый",3,True,True,2,2,"пн, 29.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1075757,rl1075757,потерян,Moskva,питомец найден,кошка,"белая, черный",Неизвестно,"Фортунатовская улица, 19, Москва","ср, 24.09.2025",Мужской,Неизвестно,"Черный, одна задняя лапка белая и немного белого на грудке. Один глаз отсутствует, удален и зашит. Кот очень напуган, болен и ослаблен. Котик находился на передержке после лечения.",28,True,True,1,8,"ср, 17.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1086523,rl1086523,потерян,Moskva,питомец найден,собака,чёрный,метис,"улица Петра Романова, Москва","вт, 14.10.2025",Мужской,Неизвестно,"Осип метис терьера, небольшого размера, чёрный окрас с бежевым подвалом, хвост короткий, купирован. Похож на цверга. Не агрессивный, но очень активный парень. Сбежал с собачьей площадки по адресу: ул. Петра Романова, 18, район Южнопортовый, около 10 часов утра.",38,True,True,2,6,"вт, 14.10.2025",True
https://pet911.ru/chastsy/lost/dog/rl1075581,rl1075581,потерян,Chastsy,в поиске,собака,рыжий,Неизвестно,"Можайское шоссе, Часцы","ср, 24.09.2025",Мужской,Неизвестно,"Рыжий окрас.Всегда всем рад. Обычно с утра выходит на участок,гуляет и возвращается. Сегодня с утра не пришел. Вечером тоже не появился. Откликается на имя Гринч",25,True,True,2,5,"вт, 23.09.2025",True
https://pet911.ru/balashikha/lost/cat/rl1084515,rl1084515,потерян,Balashikha,в поиске,кошка,Неизвестно,Неизвестно,"улица 3-я Линия, 18/15, Балашиха","пт, 10.10.2025",Женский,"20, год",Очень старая кошка. Ей 20 лет. Спинка выстрижена. Мордочка пушистая. Очень худенькая.,12,True,True,2,3,"пт, 10.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1085104,rl1085104,потерян,Moskva,питомец найден,собака,белая,Неизвестно,"46К-1032, Москва","сб, 11.10.2025",Женский,Неизвестно,"Белая Джек Рассел терьер среднешерстная, с коричневыми ушами, коричневым пятном слева от хвоста. Ошейник с фиолетовым адресником в виде косточки, с номером телефона. Дружелюбная. Любит слово яблочко, вкусняшки",28,True,True,3,3,"сб, 11.10.2025",True
https://pet911.ru/lost/cat/rl1084767,rl1084767,потерян,,в поиске,кошка,черный,Неизвестно,"Центральная улица, 6, Покровское","сб, 11.10.2025",Мужской,"3, год","Кот черный, несколько белых волосков на груди и животе. Домашний, на самовыгуле, ему 3 года. Может видел кто или забрали...Помогите вернуть, пожалуйста. Вся семья страдает.",25,True,True,1,2,"пн, 29.09.2025",True
https://pet911.ru/lost/dog/rl1093053,rl1093053,потерян,,в поиске,собака,Неизвестно,Неизвестно,Московская область,"вс, 26.10.2025",Мужской,Неизвестно,"Алабай, светло-бежевый окрас, возрастной. Не агрессивный. Медленно передвигается",8,True,True,1,3,"пн, 20.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1070901,rl1070901,потерян,Moskva,питомец найден,собака,рыжий,Неизвестно,"Востряковский проезд, 15 к3, Москва","вт, 16.09.2025",Мужской,Неизвестно,"16.09 в 9:00 убежал Дэйв (Востряковский проезд 15к5) окрас рыжий с белым Побежал в сторону станции Бирюлёво Товарная Собака два дня как дома (из приюта), с поводком, в шлейке и с адресником Помогите, пожалуйста, с поиском на местности 89999833601 Саша 89267997139 Александра Чат поиска: https://t. Me/+DHszGPVeSPQwMDRi",46,True,True,2,3,"вт, 16.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1074020,rl1074020,потерян,Moskva,в поиске,кошка,Неизвестно,Неизвестно,"4-й Новомихалковский проезд, 13, Москва","вс, 21.09.2025",Мужской,Неизвестно,"Золотая шиншилла, NY25. Порода британская краткошерстная, уши прямые.",8,True,True,1,3,"вс, 21.09.2025",True
https://pet911.ru/moskva/lost/dog/rl1086475,rl1086475,потерян,Moskva,в поиске,собака,Неизвестно,Неизвестно,"Средний Кондратьевский переулок, 10, Москва","вт, 14.10.2025",Женский,"5, месяц","Рыжеватая, 5 месяцев, но уже не маленькая",7,True,True,2,3,"пн, 13.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1072511,rl1072511,потерян,Moskva,питомец найден,кошка,белые,Неизвестно,"Россошанская улица, 3 к2А, Москва","чт, 18.09.2025",Мужской,"3, месяц","Котёнку 3 месяца. Подвижный, активный.Белые лапы, грудь и мордочка между глаз. Фото, которые смазаны, сделаны в день пропажи! Пожалуйста, помогите найти!",21,True,True,4,3,"чт, 18.09.2025",True
https://pet911.ru/moskva/lost/cat/rl1094199,rl1094199,потерян,Moskva,в поиске,кошка,Неизвестно,Неизвестно,"Зеленоград, Москва","вт, 28.10.2025",Неизвестно,Неизвестно,Сиамский котенок бегает между корпуса и 431и 432. Подросток. Чистенький,10,True,False,0,3,"вт, 28.10.2025",True
https://pet911.ru/lost/cat/rl1084670,rl1084670,потерян,,в поиске,кошка,"чёрно-белый, белый",Неизвестно,"«Волга», Нагорное сельское поселение","сб, 11.10.2025",Женский,Неизвестно,"Чёрно-белый окрас, особенности, нет одного глазика, молодая кошка, убежала из машины в лес",13,True,True,2,4,"сб, 04.10.2025",True
https://pet911.ru/ivanteyevka/lost/cat/rl1085839,rl1085839,потерян,Ivanteyevka,питомец найден,кошка,"полосы, белая, чёрные",Неизвестно,"Советский проспект, 22/6, Ивантеевка","вт, 14.10.2025",Женский,Неизвестно,"Чёрные полосы на боках и спине, на голове рисунок черными полосами, белая грудь, живот, бледно- розовый нос, удлинненные ушки, на момент пропажи упитана. Есть особенности на задних лапах. Стерилизована",29,True,True,4,3,"чт, 09.10.2025",True
https://pet911.ru/zelenograd/lost/cat/rl1086292,rl1086292,потерян,Zelenograd,питомец найден,кошка,Неизвестно,Неизвестно,"Георгиевский проспект, 37 к1, Зеленоград","пн, 13.10.2025",Мужской,Неизвестно,,0,False,True,1,1,"пн, 13.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rl1081092,rl1081092,потерян,Moskovskaya Oblast,питомец найден,собака,белая,шпиц,"Колычево, Московская область","сб, 04.10.2025",Мужской,Неизвестно,"Поиск продолжается! Пропала собака. Белая, небольшая, похожа на шпица, но покрупнее. Зовут Умка, так же отзывается на Жулик. Домодедово, река Пахра, Колычево, Домодедовское кладбище. Так же видели за д.Семивраги.",29,True,True,4,4,"ср, 01.10.2025",True
https://pet911.ru/korolev/lost/dog/rl1085794,rl1085794,потерян,Korolev,питомец найден,собака,белый,Неизвестно,"Советская улица, 11, Королёв","пн, 13.10.2025",Мужской,"5, год","Бишон фризе, белый окрас, 1,5 года.",6,True,True,3,3,"пн, 13.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1081773,rl1081773,потерян,Moskva,в поиске,кошка,Неизвестно,Неизвестно,"проспект Вернадского, 90 с6, Москва","пн, 06.10.2025",Женский,"5, год","У территории Церкови Архистратига Михаила, по адресу: просп. Вернадского, 90, стр. 1, Москва, этаж 1, была потеряна кошка. Зовут Марта, девочка, 2,5 года, окрас полосатый табби. Она очень дружелюбная и ласковая. А так же очень пугливая. Никогда в жизни не была на улице из-за чего может бояться улиц. Имеются расчесы у ушек и под глазами на щёчках после аллергии, проходила лечение. Уже третий день ходим по району ищем но не можем найти Огромная просьба посодействовать в поисках. Если вы её видели или знаете, где она находится, просьба сообщить по телефону: 8-977-993-15-69 Катерина (хозяйка) ; 8-977-610-23-83 Руслан, 8-967-055-58-32 ватс апп, Благодарю",100,True,True,3,9,"сб, 04.10.2025",True
https://pet911.ru/pavlovsky-posad/lost/dog/rl1079717,rl1079717,потерян,Pavlovsky Posad,в поиске,собака,черный,Неизвестно,"улица 1-го Мая, 31, Павловский Посад","чт, 02.10.2025",Мужской,Неизвестно,"Той терьер помесь, черный, бордовый ошейник.",6,True,True,1,3,"ср, 01.10.2025",True
https://pet911.ru/moskva/lost/dog/rl1083470,rl1083470,потерян,Moskva,питомец найден,собака,Неизвестно,Неизвестно,"Елецкая улица, Москва","ср, 08.10.2025",Женский,"13, год","Йорк, 13 лет, девочка, убежала в сторону кошек и пропала из виду. Очень добрая и ласковая, людей и собак не боится, идет на руки ко всем, всем на улице нравится. Была без ошейника. Собака старенькая, язык висит . Кличка Нюша.",40,True,True,1,4,"ср, 08.10.2025",True
https://pet911.ru/moskovskaya-oblast/lost/dog/rl1071027,rl1071027,потерян,Moskovskaya Oblast,питомец найден,собака,Неизвестно,Неизвестно,"Жаворонки, Московская область","вт, 16.09.2025",Мужской,"2, месяц",15 утром пропал щенок мой Лорд 2 месяца пожалуйста отзовитесь я видел человека Вячеслав поставил объявление что нашёл но не выходит на связь со вчерашнего,25,True,True,1,4,"вт, 16.09.2025",True
https://pet911.ru/lost/cat/rl1071638,rl1071638,потерян,,питомец найден,кошка,Неизвестно,Неизвестно,Московская область,"ср, 17.09.2025",Мужской,"7, год","Порода Бурма, 7 лет. Мелкий 4кг. Трусишка, но ласковый. Неправильный прикус - верхние клыки выпирают. Под левой подмышкой прощупывается жировик. Без ошейника, не чипирован.",24,True,True,2,3,"пн, 15.09.2025",True
https://pet911.ru/lost/dog/rl1093120,rl1093120,потерян,,в поиске,собака,"черная, белые, черная белые",Неизвестно,"10, Жилино-1","вс, 26.10.2025",Мужской,"4, месяц","Черная белые лапки , 4 месяца , щенок . Не породистая .",12,True,True,1,4,"вт, 21.10.2025",True
https://pet911.ru/orekhovo-zuyevo/lost/cat/rl1078208,rl1078208,потерян,Orekhovo Zuyevo,в поиске,кошка,белая,Неизвестно,"улица Барышникова, 7, Орехово-Зуево","пн, 29.09.2025",Мужской,Неизвестно,"Белая грудка,короткошерстный",2,True,True,2,1,"пт, 26.09.2025",True
https://pet911.ru/zhukov/lost/dog/rl1093765,rl1093765,потерян,Zhukov,питомец найден,собака,белая,Неизвестно,"Лесная улица, 3А, Жуков","вт, 28.10.2025",Женский,Неизвестно,"Калужская область ,город Жуков . После атак БПЛА испугалась и ушла с участка пожилая алабайка,практически белая ,морда в серой маске,седая.Собака не агрессивная ,но может быть напугана.Просьба если увидите ,звонить в любое время +7 903 696-41-51",35,True,True,1,4,"пн, 27.10.2025",True
https://pet911.ru/moskva/lost/cat/rl1080348,rl1080348,потерян,Moskva,в поиске,кошка,Неизвестно,Неизвестно,"1-я Аэропортовская улица, Москва","пт, 03.10.2025",Мужской,Неизвестно,"Сил-пойнт / тайская. Не кастрированный, мальчик. На задней правой лапе небольшой шрам на внешней стороне, следы от установки катетеров на передних лапах. В начале сентября был найден в тоннеле под гидропроектом, выхожен, чипирован и передан хозяйке, 1 октября она опять его потеряла. Номер чипа 900235001390737. Носитель FPV вируса, нельзя содержать с непривитыми животными!",53,True,True,2,3,"ср, 01.10.2025",True
https://pet911.ru/orekhovo-zuyevo/lost/cat/rl1085516,rl1085516,потерян,Orekhovo Zuyevo,в поиске,кошка,серый,Неизвестно,"улица Красина, 8, Орехово-Зуево","вс, 12.10.2025",Мужской,Неизвестно,"Кот, в полоску, серый с белыми лапами, короткошёрстный",8,True,True,3,5,"вс, 12.10.2025",True
